course_id,course_name,instructor_or_pi,question_id,topic,phase,question,option_A,option_B,option_C,option_D,answer,difficulty,discrimination,student_id,group,score
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q169,Regression Models,pre,What is the key role of regression models in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.71,0.6,S1418,C,54.23
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q169,Regression Models,post,What is the key role of regression models in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.38,0.63,S1418,C,67.82
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q170,Classification,pre,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.26,0.75,S1419,D,76.2
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q170,Classification,post,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.81,0.8,S1419,D,68.54
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q171,Neural Networks,pre,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.71,0.59,S1420,A,78.61
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q171,Neural Networks,post,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.25,0.94,S1420,A,70.81
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q172,Data Cleaning,pre,What is the key role of data cleaning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.24,0.51,S1421,B,57.59
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q172,Data Cleaning,post,What is the key role of data cleaning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.35,0.87,S1421,B,66.46
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q173,Feature Engineering,pre,What is the key role of feature engineering in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.33,0.55,S1422,C,73.03
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q173,Feature Engineering,post,What is the key role of feature engineering in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.35,0.77,S1422,C,64.85
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q174,AI Ethics,pre,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.57,0.89,S1423,D,50.93
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q174,AI Ethics,post,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.73,0.64,S1423,D,77.32
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q175,Blockchain Concepts,pre,What is the key role of blockchain concepts in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.52,0.57,S1424,A,71.46
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q175,Blockchain Concepts,post,What is the key role of blockchain concepts in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.55,0.91,S1424,A,84.79
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q176,Smart Contracts,pre,What is the key role of smart contracts in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.35,0.66,S1425,B,62.04
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q176,Smart Contracts,post,What is the key role of smart contracts in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.88,0.89,S1425,B,65.04
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q177,Data Visualization,pre,What is the key role of data visualization in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.56,0.85,S1426,C,70.34
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q177,Data Visualization,post,What is the key role of data visualization in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.33,0.63,S1426,C,100.0
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q178,Deep Learning,pre,What is the key role of deep learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.31,0.64,S1427,D,91.59
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q178,Deep Learning,post,What is the key role of deep learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.81,0.79,S1427,D,75.96
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q179,Text Mining,pre,What is the key role of text mining in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.3,0.89,S1428,A,55.68
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q179,Text Mining,post,What is the key role of text mining in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.72,0.61,S1428,A,60.13
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q180,Financial Modeling,pre,What is the key role of financial modeling in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.83,0.58,S1429,B,76.12
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q180,Financial Modeling,post,What is the key role of financial modeling in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.22,0.8,S1429,B,67.35
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q181,Data Governance,pre,What is the key role of data governance in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.52,0.62,S1430,C,60.84
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q181,Data Governance,post,What is the key role of data governance in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.85,0.54,S1430,C,83.72
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q182,Reinforcement Learning,pre,What is the key role of reinforcement learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.5,0.57,S1431,D,60.64
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q182,Reinforcement Learning,post,What is the key role of reinforcement learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.55,0.73,S1431,D,76.84
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q183,Data Structures,pre,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.24,0.62,S1432,A,62.04
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q183,Data Structures,post,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.27,0.79,S1432,A,76.73
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q184,Machine Learning,pre,What is the key role of machine learning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.71,0.69,S1433,B,72.55
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q184,Machine Learning,post,What is the key role of machine learning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.41,0.68,S1433,B,62.49
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q185,Regression Models,pre,What is the key role of regression models in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.62,0.74,S1434,C,69.72
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q185,Regression Models,post,What is the key role of regression models in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.55,0.7,S1434,C,87.92
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q186,Classification,pre,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.68,0.79,S1435,D,64.05
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q186,Classification,post,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.87,0.6,S1435,D,84.39
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q187,Neural Networks,pre,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.24,0.52,S1436,A,64.94
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q187,Neural Networks,post,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.39,0.53,S1436,A,70.22
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q188,Data Cleaning,pre,What is the key role of data cleaning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.27,0.6,S1437,B,72.86
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q188,Data Cleaning,post,What is the key role of data cleaning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.63,0.82,S1437,B,73.31
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q189,Feature Engineering,pre,What is the key role of feature engineering in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.47,0.55,S1438,C,71.18
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q189,Feature Engineering,post,What is the key role of feature engineering in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.71,0.9,S1438,C,72.37
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q190,AI Ethics,pre,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.39,0.59,S1439,D,61.09
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q190,AI Ethics,post,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.75,0.66,S1439,D,55.61
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q191,Blockchain Concepts,pre,What is the key role of blockchain concepts in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.4,0.77,S1440,A,53.52
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q191,Blockchain Concepts,post,What is the key role of blockchain concepts in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.71,0.54,S1440,A,95.62
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q192,Smart Contracts,pre,What is the key role of smart contracts in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.55,0.82,S1441,B,68.29
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q192,Smart Contracts,post,What is the key role of smart contracts in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.53,0.64,S1441,B,58.72
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q193,Data Visualization,pre,What is the key role of data visualization in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.83,0.61,S1442,C,70.39
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q193,Data Visualization,post,What is the key role of data visualization in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.42,0.53,S1442,C,62.83
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q194,Deep Learning,pre,What is the key role of deep learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.33,0.9,S1443,D,66.17
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q194,Deep Learning,post,What is the key role of deep learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.3,0.51,S1443,D,77.62
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q195,Text Mining,pre,What is the key role of text mining in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.53,0.65,S1444,A,56.14
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q195,Text Mining,post,What is the key role of text mining in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.32,0.62,S1444,A,83.36
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q196,Financial Modeling,pre,What is the key role of financial modeling in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.25,0.81,S1445,B,56.21
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q196,Financial Modeling,post,What is the key role of financial modeling in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.8,0.77,S1445,B,78.27
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q197,Data Governance,pre,What is the key role of data governance in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.88,0.76,S1446,C,77.38
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q197,Data Governance,post,What is the key role of data governance in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.54,0.61,S1446,C,69.65
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q198,Reinforcement Learning,pre,What is the key role of reinforcement learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.28,0.87,S1447,D,53.33
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q198,Reinforcement Learning,post,What is the key role of reinforcement learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.6,0.95,S1447,D,66.31
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q199,Data Structures,pre,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.78,0.74,S1448,A,51.34
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q199,Data Structures,post,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.32,0.57,S1448,A,68.75
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q200,Machine Learning,pre,What is the key role of machine learning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.27,0.64,S1449,B,70.02
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q200,Machine Learning,post,What is the key role of machine learning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.72,0.7,S1449,B,64.54
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q201,Regression Models,pre,What is the key role of regression models in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.71,0.95,S1450,C,74.4
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q201,Regression Models,post,What is the key role of regression models in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.38,0.72,S1450,C,70.63
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q202,Classification,pre,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.46,0.51,S1451,D,64.39
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q202,Classification,post,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.45,0.82,S1451,D,82.0
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q203,Neural Networks,pre,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.82,0.85,S1452,A,61.26
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q203,Neural Networks,post,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.8,0.91,S1452,A,86.24
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q204,Data Cleaning,pre,What is the key role of data cleaning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.62,0.55,S1453,B,85.1
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q204,Data Cleaning,post,What is the key role of data cleaning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.68,0.83,S1453,B,86.62
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q205,Feature Engineering,pre,What is the key role of feature engineering in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.21,0.94,S1454,C,74.53
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q205,Feature Engineering,post,What is the key role of feature engineering in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.8,0.8,S1454,C,77.88
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q206,AI Ethics,pre,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.3,0.72,S1455,D,52.76
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q206,AI Ethics,post,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.37,0.83,S1455,D,83.81
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q207,Blockchain Concepts,pre,What is the key role of blockchain concepts in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.88,0.66,S1456,A,82.31
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q207,Blockchain Concepts,post,What is the key role of blockchain concepts in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.72,0.59,S1456,A,61.6
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q208,Smart Contracts,pre,What is the key role of smart contracts in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.87,0.79,S1457,B,60.07
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q208,Smart Contracts,post,What is the key role of smart contracts in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.88,0.89,S1457,B,95.24
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q209,Data Visualization,pre,What is the key role of data visualization in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.68,0.9,S1458,C,71.25
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q209,Data Visualization,post,What is the key role of data visualization in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.51,0.93,S1458,C,77.38
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q210,Deep Learning,pre,What is the key role of deep learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.57,0.62,S1459,D,70.19
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q210,Deep Learning,post,What is the key role of deep learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.68,0.9,S1459,D,82.95
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q211,Text Mining,pre,What is the key role of text mining in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.47,0.69,S1460,A,53.1
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q211,Text Mining,post,What is the key role of text mining in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.9,0.64,S1460,A,72.08
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q212,Financial Modeling,pre,What is the key role of financial modeling in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.23,0.73,S1461,B,76.05
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q212,Financial Modeling,post,What is the key role of financial modeling in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.44,0.78,S1461,B,78.3
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q213,Data Governance,pre,What is the key role of data governance in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.5,0.7,S1462,C,72.9
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q213,Data Governance,post,What is the key role of data governance in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.88,0.86,S1462,C,73.28
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q214,Reinforcement Learning,pre,What is the key role of reinforcement learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.4,0.94,S1463,D,54.17
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q214,Reinforcement Learning,post,What is the key role of reinforcement learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.55,0.81,S1463,D,71.99
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q215,Data Structures,pre,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.53,0.57,S1464,A,79.61
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q215,Data Structures,post,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.88,0.78,S1464,A,81.14
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q216,Machine Learning,pre,What is the key role of machine learning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.67,0.64,S1465,B,77.09
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q216,Machine Learning,post,What is the key role of machine learning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.4,0.86,S1465,B,67.76
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q217,Regression Models,pre,What is the key role of regression models in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.21,0.52,S1466,C,77.82
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q217,Regression Models,post,What is the key role of regression models in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.4,0.77,S1466,C,78.29
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q218,Classification,pre,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.24,0.64,S1467,D,67.73
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q218,Classification,post,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.5,0.8,S1467,D,64.8
